Date,Open,High,Low,Close,Adj Close,Volume
1995-01-12,16.0,16.065001000000002,15.875,15.875,5.375497,1338800
1995-01-13,16.125,16.125,15.875,16.065001000000002,5.439837000000001,866600
1995-01-16,16.125,16.440001000000002,16.125,16.440001000000002,5.566813,1148000
1995-01-17,16.25,16.25,15.94,16.190001000000002,5.482158999999999,931400
1995-01-18,16.0,16.375,15.94,16.315001000000002,5.524489,1027800
1995-01-19,16.25,16.375,16.25,16.315001000000002,5.524489,568800
1995-01-20,16.25,16.25,16.0,16.065001000000002,5.439837000000001,563400
1995-01-23,16.0,16.0,15.69,15.875,5.375497,545800
1995-01-24,15.94,16.125,15.94,16.065001000000002,5.439837000000001,830200
1995-01-25,16.0,16.375,16.0,16.25,5.502479,1731200
1995-01-26,16.190001000000002,16.25,16.125,16.125,5.46015,1730200
1995-01-27,16.190001000000002,16.315001000000002,16.065001000000002,16.065001000000002,5.439837000000001,838200
1995-01-30,16.125,16.190001000000002,15.75,15.815,5.355182,972200
1995-01-31,15.875,16.315001000000002,15.875,16.315001000000002,5.524489,1455600
1995-02-01,16.375,16.690001000000002,16.375,16.375,5.544805,2467800
1995-02-02,16.315001000000002,16.625,16.315001000000002,16.625,5.62946,436200
1995-02-03,16.75,17.0,16.75,16.875,5.714112,1577600
1995-02-06,16.815001000000002,17.125,16.815001000000002,16.940001000000002,5.73612,2148200
1995-02-07,16.875,16.875,16.690001000000002,16.75,5.671784,783200
1995-02-08,16.690001000000002,16.815001000000002,16.625,16.815001000000002,5.693796,667400
1995-02-09,16.815001000000002,17.065001000000002,16.75,17.0,5.756439,2552200
1995-02-10,16.875,16.940001000000002,16.75,16.875,5.714112,1156800
1995-02-13,16.815001000000002,16.815001000000002,16.625,16.815001000000002,5.693796,583800
1995-02-14,16.940001000000002,17.125,16.815001000000002,17.065001000000002,5.778447,766000
1995-02-15,17.065001000000002,17.315001000000002,17.065001000000002,17.25,5.841093,2328600
1995-02-16,17.190001000000002,17.25,16.875,17.0,5.756439,2263800
1995-02-17,16.875,17.0,16.815001000000002,17.0,5.756439,640600
